Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Application_Date,Offer_Date,Join_Date,Days_to_Offer,Days_to_Join,Funnel_Stage_Drop,Month
34,1,2,5,3,31.48,42,8,56,2,1,2024-01-10,2024-01-20,2024-02-12,10,23.0,Joined,Jan-2024
35,0,3,0,4,27.46,94,35,52,2,0,2024-04-23,2024-05-11,,18,,Dropped at Offer,May-2024
41,0,1,15,3,37.73,84,39,15,2,1,2024-02-02,2024-02-17,2024-02-25,15,8.0,Joined,Feb-2024
47,1,2,13,5,36.65,25,92,50,2,1,2024-05-14,2024-06-05,2024-06-30,22,25.0,Joined,Jun-2024
39,0,3,12,3,31.86,40,23,74,3,1,2024-05-10,2024-06-07,2024-07-03,28,26.0,Joined,Jun-2024
52,1,3,5,5,18.63,98,47,89,2,0,2024-01-14,2024-02-04,,21,,Dropped at Offer,Feb-2024
29,1,3,2,3,20.88,37,62,54,2,0,2024-06-20,2024-07-04,,14,,Dropped at Interview,Jul-2024
51,0,2,13,5,48.55,87,68,0,3,1,2024-02-15,2024-03-26,2024-04-07,40,12.0,Joined,Mar-2024
52,1,2,13,3,6.51,10,52,89,3,1,2024-03-01,2024-04-05,2024-04-24,35,19.0,Joined,Apr-2024
21,1,1,14,3,14.16,28,53,27,3,1,2024-06-12,2024-07-20,2024-08-04,38,15.0,Joined,Jul-2024
52,0,2,7,2,25.13,59,41,52,1,1,2024-01-13,2024-02-04,2024-02-22,22,18.0,Joined,Feb-2024
52,1,2,12,5,42.0,66,44,57,1,0,2024-01-16,2024-02-05,,20,,Dropped at Offer,Feb-2024
32,1,3,14,5,9.02,64,89,72,2,1,2024-05-12,2024-05-30,2024-06-23,18,24.0,Joined,May-2024
49,0,2,5,5,14.57,60,13,59,2,0,2024-02-07,2024-02-20,,13,,Dropped at Offer,Feb-2024
52,1,3,12,1,4.22,18,28,58,2,1,2024-06-26,2024-07-08,2024-07-22,12,14.0,Joined,Jul-2024
32,0,3,10,3,35.59,45,5,21,1,1,2024-02-07,2024-03-03,2024-03-27,25,24.0,Joined,Mar-2024
45,1,2,12,5,12.67,48,6,7,2,0,2024-04-12,2024-05-05,,23,,Dropped at Interview,May-2024
41,0,1,0,1,20.05,21,36,48,2,1,2024-02-25,2024-03-20,2024-04-18,24,29.0,Joined,Mar-2024
21,0,1,14,2,22.74,77,52,41,1,1,2024-03-03,2024-03-28,2024-04-25,25,28.0,Joined,Mar-2024
45,0,2,4,5,44.67,56,17,26,3,1,2024-04-29,2024-06-11,2024-06-19,43,8.0,Joined,Jun-2024
34,1,1,7,5,21.16,13,86,38,1,1,2024-02-17,2024-03-09,2024-03-23,21,14.0,Joined,Mar-2024
53,0,3,2,1,8.12,43,37,82,2,0,2024-04-14,2024-04-30,,16,,Dropped at Interview,Apr-2024
30,0,3,11,3,26.69,15,58,24,1,1,2024-02-28,2024-03-25,2024-04-10,26,16.0,Joined,Mar-2024
22,0,2,5,2,48.18,96,0,37,3,1,2024-03-17,2024-04-25,2024-05-10,39,15.0,Joined,Apr-2024
25,0,1,4,5,30.78,76,67,84,3,0,2024-06-20,2024-07-30,,40,,Dropped at Offer,Jul-2024
28,0,1,5,3,49.19,11,43,23,3,1,2024-05-06,2024-06-19,2024-07-19,44,30.0,Joined,Jun-2024
25,1,3,9,2,42.21,54,46,23,3,0,2024-02-24,2024-03-20,,25,,Dropped at Interview,Mar-2024
28,1,2,0,4,2.76,50,34,59,3,1,2024-02-24,2024-04-05,2024-04-29,41,24.0,Joined,Apr-2024
50,1,1,6,4,33.26,38,86,82,3,1,2024-05-08,2024-06-06,2024-06-20,29,14.0,Joined,Jun-2024
51,1,2,8,2,15.05,32,90,49,2,1,2024-05-15,2024-05-31,2024-06-25,16,25.0,Joined,May-2024
31,1,1,1,1,28.42,32,59,65,2,0,2024-05-06,2024-05-19,,13,,Dropped at Interview,May-2024
27,1,3,9,2,14.69,28,89,13,1,0,2024-05-11,2024-06-10,,30,,Dropped at Screening,Jun-2024
27,1,3,14,2,18.09,68,51,52,2,1,2024-03-25,2024-04-12,2024-04-21,18,9.0,Joined,Apr-2024
47,0,2,4,1,46.24,69,7,31,3,0,2024-04-24,2024-05-22,,28,,Dropped at Offer,May-2024
39,1,3,9,1,11.13,30,79,95,2,1,2024-02-27,2024-03-22,2024-04-06,24,15.0,Joined,Mar-2024
26,0,1,3,3,43.83,79,40,91,1,0,2024-02-06,2024-03-08,,31,,Dropped at Offer,Mar-2024
30,0,3,5,3,2.49,30,2,47,3,1,2024-02-18,2024-03-28,2024-04-16,39,19.0,Joined,Mar-2024
39,1,2,5,1,5.45,88,95,38,2,0,2024-03-07,2024-03-19,,12,,Dropped at Offer,Mar-2024
35,0,2,10,4,42.88,45,68,39,2,1,2024-01-19,2024-02-07,2024-02-22,19,15.0,Joined,Feb-2024
23,0,2,15,4,31.9,96,83,41,1,0,2024-05-08,2024-05-29,,21,,Dropped at Offer,May-2024
25,0,1,1,2,37.61,76,13,76,3,0,2024-01-29,2024-03-07,,38,,Dropped at Offer,Mar-2024
41,0,1,1,5,11.26,51,95,75,1,0,2024-03-27,2024-04-30,,34,,Dropped at Interview,Apr-2024
45,1,1,3,2,27.32,9,25,7,3,0,2024-02-02,2024-03-09,,36,,Dropped at Screening,Mar-2024
22,1,1,0,2,37.12,87,69,78,3,1,2024-04-28,2024-06-06,2024-07-02,39,26.0,Joined,Jun-2024
33,1,1,8,5,31.74,73,57,25,2,1,2024-06-28,2024-07-10,2024-07-28,12,18.0,Joined,Jul-2024
30,1,3,13,1,24.11,40,99,11,1,0,2024-06-17,2024-07-18,,31,,Dropped at Interview,Jul-2024
37,1,1,13,4,48.03,94,39,42,1,1,2024-05-30,2024-06-22,2024-07-21,23,29.0,Joined,Jun-2024
31,1,1,12,2,34.13,76,50,50,1,0,2024-05-12,2024-06-06,,25,,Dropped at Offer,Jun-2024
42,1,3,6,5,45.48,2,4,90,3,1,2024-03-11,2024-04-09,2024-04-28,29,19.0,Joined,Apr-2024
31,1,1,15,3,36.76,58,76,81,1,0,2024-05-13,2024-06-03,,21,,Dropped at Offer,Jun-2024
32,1,2,11,2,37.04,51,31,99,3,1,2024-06-25,2024-07-22,2024-08-05,27,14.0,Joined,Jul-2024
44,1,1,6,4,4.92,33,79,62,1,1,2024-01-22,2024-02-12,2024-03-04,21,21.0,Joined,Feb-2024
38,0,1,14,1,18.61,48,0,48,1,0,2024-03-17,2024-04-08,,22,,Dropped at Interview,Apr-2024
27,1,2,2,2,43.06,27,76,26,2,0,2024-01-04,2024-01-17,,13,,Dropped at Screening,Jan-2024
48,0,2,14,2,12.4,82,53,8,1,0,2024-03-12,2024-04-09,,28,,Dropped at Offer,Apr-2024
51,0,2,10,5,6.66,86,10,38,2,0,2024-06-13,2024-07-02,,19,,Dropped at Offer,Jul-2024
37,0,2,14,3,16.98,95,52,64,2,0,2024-06-07,2024-06-25,,18,,Dropped at Offer,Jun-2024
25,0,1,11,3,11.8,12,7,70,3,1,2024-06-13,2024-07-22,2024-08-10,39,19.0,Joined,Jul-2024
37,1,2,2,1,46.34,96,24,89,1,0,2024-05-07,2024-06-07,,31,,Dropped at Offer,Jun-2024
38,0,2,0,4,43.53,97,39,70,1,1,2024-02-14,2024-03-18,2024-04-14,33,27.0,Joined,Mar-2024
41,1,3,2,1,25.48,96,31,6,1,0,2024-05-15,2024-06-12,,28,,Dropped at Offer,Jun-2024
51,1,2,2,2,4.01,68,87,71,2,1,2024-06-16,2024-06-29,2024-07-18,13,19.0,Joined,Jun-2024
22,0,2,3,2,36.01,66,27,79,1,1,2024-04-02,2024-05-06,2024-05-29,34,23.0,Joined,May-2024
47,1,3,3,3,31.55,60,77,66,3,0,2024-01-05,2024-02-03,,29,,Dropped at Offer,Feb-2024
29,0,3,2,4,48.56,59,2,9,3,0,2024-06-04,2024-07-11,,37,,Dropped at Offer,Jul-2024
54,0,1,15,5,28.39,70,99,70,1,1,2024-04-13,2024-05-07,2024-05-28,24,21.0,Joined,May-2024
48,1,3,9,4,17.48,23,90,84,2,1,2024-03-21,2024-04-09,2024-05-07,19,28.0,Joined,Apr-2024
34,1,1,15,2,26.43,62,83,52,3,0,2024-03-27,2024-05-01,,35,,Dropped at Offer,May-2024
52,0,3,11,5,48.98,85,78,100,3,1,2024-05-16,2024-06-13,2024-07-08,28,25.0,Joined,Jun-2024
26,1,3,7,4,35.12,60,61,94,2,1,2024-05-09,2024-05-29,2024-06-07,20,9.0,Joined,May-2024
31,1,1,7,4,33.93,22,26,86,3,1,2024-03-03,2024-04-11,2024-05-01,39,20.0,Joined,Apr-2024
49,1,3,12,5,12.79,29,44,56,2,1,2024-02-20,2024-03-10,2024-03-26,19,16.0,Joined,Mar-2024
40,0,1,12,2,37.44,59,91,90,3,1,2024-04-25,2024-05-28,2024-06-20,33,23.0,Joined,May-2024
50,0,3,0,4,37.76,17,24,85,2,1,2024-04-22,2024-05-10,2024-05-24,18,14.0,Joined,May-2024
43,1,2,6,5,16.55,95,60,26,3,0,2024-01-31,2024-02-29,,29,,Dropped at Offer,Feb-2024
39,1,3,10,2,24.7,55,43,53,1,0,2024-01-07,2024-02-04,,28,,Dropped at Offer,Feb-2024
23,1,1,1,5,15.44,52,96,3,3,0,2024-06-06,2024-07-08,,32,,Dropped at Interview,Jul-2024
47,1,3,0,5,13.68,6,45,87,3,0,2024-01-03,2024-01-28,,25,,Dropped at Screening,Jan-2024
39,1,1,2,4,2.27,96,13,22,1,1,2024-02-20,2024-03-20,2024-04-13,29,24.0,Joined,Mar-2024
43,0,1,15,2,14.98,68,7,47,1,0,2024-02-25,2024-03-27,,31,,Dropped at Offer,Mar-2024
51,1,2,3,4,28.14,91,47,82,1,1,2024-03-13,2024-04-05,2024-04-23,23,18.0,Joined,Apr-2024
53,0,2,12,1,1.08,71,13,41,1,1,2024-01-10,2024-02-08,2024-03-02,29,23.0,Joined,Feb-2024
21,1,1,5,1,14.88,78,64,2,2,0,2024-03-01,2024-03-19,,18,,Dropped at Offer,Mar-2024
34,0,3,9,2,44.19,51,79,90,2,0,2024-02-19,2024-03-08,,18,,Dropped at Interview,Mar-2024
53,1,1,15,5,30.09,3,81,2,3,1,2024-05-01,2024-05-26,2024-06-24,25,29.0,Joined,May-2024
25,0,1,13,4,30.79,33,6,27,3,0,2024-06-23,2024-07-23,,30,,Dropped at Interview,Jul-2024
31,1,3,4,4,20.76,68,78,62,3,0,2024-01-01,2024-01-31,,30,,Dropped at Offer,Jan-2024
22,0,3,15,2,34.15,32,87,80,2,1,2024-02-07,2024-02-22,2024-03-10,15,17.0,Joined,Feb-2024
37,0,3,14,2,10.31,68,48,30,3,1,2024-03-19,2024-04-22,2024-05-07,34,15.0,Joined,Apr-2024
40,0,3,14,1,41.12,37,54,9,3,1,2024-03-29,2024-05-04,2024-06-01,36,28.0,Joined,May-2024
34,0,1,13,3,6.72,97,12,48,2,1,2024-03-22,2024-04-05,2024-05-05,14,30.0,Joined,Apr-2024
52,0,1,3,2,33.14,25,72,85,3,1,2024-03-07,2024-04-02,2024-05-02,26,30.0,Joined,Apr-2024
54,0,2,7,3,17.72,0,55,93,2,1,2024-01-17,2024-02-10,2024-03-10,24,29.0,Joined,Feb-2024
45,1,1,10,2,37.63,3,55,20,2,0,2024-05-06,2024-05-25,,19,,Dropped at Screening,May-2024
27,0,3,15,5,27.94,38,14,99,1,0,2024-04-21,2024-05-18,,27,,Dropped at Interview,May-2024
49,1,2,11,5,23.17,53,56,52,1,0,2024-05-15,2024-06-05,,21,,Dropped at Interview,Jun-2024
42,1,3,15,1,9.3,89,57,86,2,1,2024-02-29,2024-03-16,2024-04-06,16,21.0,Joined,Mar-2024
33,1,1,13,1,32.2,32,34,75,2,1,2024-02-09,2024-03-03,2024-03-18,23,15.0,Joined,Mar-2024
33,1,2,3,3,48.76,32,87,88,1,0,2024-03-29,2024-05-01,,33,,Dropped at Interview,May-2024
21,1,3,12,2,41.45,71,96,53,3,0,2024-02-10,2024-03-08,,27,,Dropped at Offer,Mar-2024
24,0,2,9,4,3.94,19,15,56,3,0,2024-05-19,2024-07-01,,43,,Dropped at Screening,Jul-2024
33,0,2,11,1,19.44,15,7,19,3,1,2024-04-24,2024-05-19,2024-06-06,25,18.0,Joined,May-2024
44,0,1,15,4,46.35,20,92,48,2,0,2024-04-09,2024-04-29,,20,,Dropped at Screening,Apr-2024
39,1,3,12,4,25.65,44,86,6,1,0,2024-04-26,2024-05-19,,23,,Dropped at Interview,May-2024
21,0,2,1,2,33.44,89,44,28,3,0,2024-03-29,2024-04-23,,25,,Dropped at Offer,Apr-2024
25,0,2,14,3,45.72,86,94,47,1,1,2024-04-02,2024-05-06,2024-05-23,34,17.0,Joined,May-2024
36,0,3,2,2,43.82,81,39,92,1,0,2024-05-18,2024-06-07,,20,,Dropped at Offer,Jun-2024
44,0,2,5,1,25.59,61,53,12,2,0,2024-02-29,2024-03-16,,16,,Dropped at Offer,Mar-2024
47,0,2,7,4,22.44,30,13,2,3,1,2024-03-08,2024-04-20,2024-05-13,43,23.0,Joined,Apr-2024
21,1,2,7,2,17.64,41,58,1,1,1,2024-03-18,2024-04-15,2024-04-27,28,12.0,Joined,Apr-2024
54,0,3,14,2,36.23,11,93,15,2,1,2024-02-15,2024-03-05,2024-03-19,19,14.0,Joined,Mar-2024
24,1,3,10,2,15.06,64,52,93,2,1,2024-02-07,2024-02-21,2024-03-08,14,16.0,Joined,Feb-2024
